station,date,prcp,tobs,year,month
USC00513117,2014-03-21,0.02,72,2014,03
USC00513117,2014-03-22,0.0,70,2014,03
USC00513117,2014-03-23,0.0,72,2014,03
USC00513117,2014-03-24,0.0,72,2014,03
USC00513117,2014-03-25,0.02,71,2014,03
USC00513117,2014-03-26,0.45,74,2014,03
USC00513117,2014-03-27,0.4,72,2014,03
USC00513117,2014-03-28,1.7,69,2014,03
USC00513117,2014-03-29,1.6,70,2014,03
USC00513117,2014-03-30,0.93,73,2014,03
USC00513117,2014-03-31,0.03,78,2014,03
USC00513117,2014-04-01,0.03,75,2014,04
USC00513117,2014-04-02,0.2,73,2014,04
USC00513117,2014-04-03,0.05,73,2014,04
USC00513117,2014-04-04,0.01,78,2014,04
USC00513117,2014-04-05,0.03,73,2014,04
USC00513117,2014-04-06,0.1,67,2014,04
USC00513117,2014-04-07,0.23,70,2014,04
USC00513117,2014-04-08,0.02,69,2014,04
USC00513117,2014-04-09,0.0,70,2014,04
USC00513117,2014-04-10,0.0,69,2014,04
USC00513117,2014-04-11,0.01,70,2014,04
USC00513117,2014-04-12,0.39,70,2014,04
USC00513117,2014-04-13,0.01,72,2014,04
USC00513117,2014-04-14,0.01,72,2014,04
USC00513117,2014-04-15,0.01,71,2014,04
USC00513117,2014-04-16,0.06,72,2014,04
USC00513117,2014-04-18,0.05,74,2014,04
USC00513117,2014-04-19,0.14,74,2014,04
USC00513117,2014-04-20,0.03,72,2014,04
USC00513117,2014-04-21,0.09,69,2014,04
USC00513117,2014-04-22,0.12,73,2014,04
USC00513117,2014-04-23,0.0,74,2014,04
USC00513117,2014-04-24,0.0,73,2014,04
USC00513117,2014-04-25,0.26,72,2014,04
USC00513117,2014-04-26,0.02,73,2014,04
USC00513117,2014-04-27,0.2,70,2014,04
USC00513117,2014-04-28,0.32,68,2014,04
USC00513117,2014-04-29,0.0,72,2014,04
USC00513117,2014-05-01,0.02,66,2014,05
USC00513117,2014-05-02,0.57,69,2014,05
USC00513117,2014-05-03,0.3,71,2014,05
USC00513117,2014-05-04,0.01,72,2014,05
USC00513117,2014-05-05,0.02,72,2014,05
USC00513117,2014-05-06,0.19,72,2014,05
USC00513117,2014-05-07,0.0,74,2014,05
USC00513117,2014-05-08,0.02,71,2014,05
USC00513117,2014-05-09,0.13,70,2014,05
USC00513117,2014-05-10,0.09,73,2014,05
USC00513117,2014-05-11,0.17,76,2014,05
USC00513117,2014-05-12,0.48,73,2014,05
USC00513117,2014-05-13,0.13,71,2014,05
USC00513117,2014-05-14,0.0,69,2014,05
USC00513117,2014-05-15,0.0,73,2014,05
USC00513117,2014-05-16,0.55,70,2014,05
USC00513117,2014-05-17,0.12,75,2014,05
USC00513117,2014-05-18,0.2,79,2014,05
USC00513117,2014-05-19,0.0,69,2014,05
USC00513117,2014-05-20,0.05,72,2014,05
USC00513117,2014-05-21,0.0,74,2014,05
USC00513117,2014-05-22,0.0,74,2014,05
USC00513117,2014-05-23,0.15,73,2014,05
USC00513117,2014-05-24,0.01,74,2014,05
USC00513117,2014-05-25,0.86,75,2014,05
USC00513117,2014-05-26,0.28,75,2014,05
USC00513117,2014-05-27,0.08,74,2014,05
USC00513117,2014-05-28,0.14,76,2014,05
USC00513117,2014-05-29,0.02,74,2014,05
USC00513117,2014-05-30,0.05,74,2014,05
USC00513117,2014-05-31,0.01,77,2014,05
USC00513117,2014-06-01,0.0,77,2014,06
USC00513117,2014-06-02,0.0,74,2014,06
USC00513117,2014-06-03,0.0,73,2014,06
USC00513117,2014-06-04,0.0,75,2014,06
USC00513117,2014-06-05,0.0,75,2014,06
USC00513117,2014-06-06,0.13,74,2014,06
USC00513117,2014-06-07,0.01,74,2014,06
USC00513117,2014-06-08,0.02,75,2014,06
USC00513117,2014-06-09,0.02,75,2014,06
USC00513117,2014-06-10,0.1,72,2014,06
USC00513117,2014-06-11,0.15,74,2014,06
USC00513117,2014-06-12,0.0,76,2014,06
USC00513117,2014-06-13,0.0,76,2014,06
USC00513117,2014-06-14,0.0,75,2014,06
USC00513117,2014-06-15,0.01,75,2014,06
USC00513117,2014-06-16,0.12,74,2014,06
USC00513117,2014-06-17,0.05,72,2014,06
USC00513117,2014-06-18,0.07,74,2014,06
USC00513117,2014-06-19,0.0,75,2014,06
USC00513117,2014-06-20,0.29,70,2014,06
USC00513117,2014-06-21,0.06,71,2014,06
USC00513117,2014-06-22,0.15,72,2014,06
USC00513117,2014-06-23,0.15,71,2014,06
USC00513117,2014-06-24,0.1,73,2014,06
USC00513117,2014-06-25,0.04,74,2014,06
USC00513117,2014-06-26,0.04,72,2014,06
USC00513117,2014-06-27,0.02,74,2014,06
USC00513117,2014-06-28,0.25,76,2014,06
USC00513117,2014-06-29,0.18,72,2014,06
USC00513117,2014-06-30,0.03,75,2014,06
USC00513117,2014-07-01,0.01,75,2014,07
USC00513117,2014-07-02,0.02,76,2014,07
USC00513117,2014-07-03,0.19,77,2014,07
USC00513117,2014-07-04,0.03,78,2014,07
USC00513117,2014-07-05,0.02,73,2014,07
USC00513117,2014-07-06,0.21,76,2014,07
USC00513117,2014-07-07,0.12,76,2014,07
USC00513117,2014-07-08,0.08,75,2014,07
USC00513117,2014-07-09,0.01,73,2014,07
USC00513117,2014-07-10,0.02,74,2014,07
USC00513117,2014-07-11,0.04,73,2014,07
USC00513117,2014-07-12,0.01,76,2014,07
USC00513117,2014-07-13,0.05,77,2014,07
USC00513117,2014-07-14,0.19,77,2014,07
USC00513117,2014-07-15,0.03,76,2014,07
USC00513117,2014-07-16,0.12,76,2014,07
USC00513117,2014-07-17,0.01,75,2014,07
USC00513117,2014-07-18,0.13,75,2014,07
USC00513117,2014-07-19,0.0,76,2014,07
USC00513117,2014-07-20,5.98,72,2014,07
USC00513117,2014-07-21,0.05,82,2014,07
USC00513117,2014-07-22,0.01,75,2014,07
USC00513117,2014-07-23,0.31,76,2014,07
USC00513117,2014-07-24,0.0,77,2014,07
USC00513117,2014-07-25,0.0,75,2014,07
USC00513117,2014-07-26,0.02,77,2014,07
USC00513117,2014-07-27,0.04,78,2014,07
USC00513117,2014-07-28,0.0,76,2014,07
USC00513117,2014-07-29,0.0,76,2014,07
USC00513117,2014-07-30,0.0,76,2014,07
USC00513117,2014-07-31,0.0,76,2014,07
USC00513117,2014-08-01,0.0,77,2014,08
USC00513117,2014-08-02,0.1,77,2014,08
USC00513117,2014-08-03,0.0,77,2014,08
USC00513117,2014-08-04,0.0,78,2014,08
USC00513117,2014-08-05,0.0,77,2014,08
USC00513117,2014-08-06,0.04,74,2014,08
USC00513117,2014-08-07,0.03,75,2014,08
USC00513117,2014-08-08,0.08,76,2014,08
USC00513117,2014-08-09,0.31,77,2014,08
USC00513117,2014-08-10,0.06,79,2014,08
USC00513117,2014-08-11,0.0,72,2014,08
USC00513117,2014-08-12,0.0,75,2014,08
USC00513117,2014-08-13,0.37,74,2014,08
USC00513117,2014-08-14,0.0,78,2014,08
USC00513117,2014-08-15,0.01,77,2014,08
USC00513117,2014-08-16,0.03,76,2014,08
USC00513117,2014-08-17,0.0,80,2014,08
USC00513117,2014-08-18,0.06,77,2014,08
USC00513117,2014-08-19,0.0,76,2014,08
USC00513117,2014-08-20,0.08,76,2014,08
USC00513117,2014-08-21,0.11,75,2014,08
USC00513117,2014-08-22,0.18,77,2014,08
USC00513117,2014-08-23,0.01,76,2014,08
USC00513117,2014-08-24,0.19,84,2014,08
USC00513117,2014-08-25,0.07,74,2014,08
USC00513117,2014-08-26,0.33,72,2014,08
USC00513117,2014-08-27,0.47,74,2014,08
USC00513117,2014-08-28,0.01,73,2014,08
USC00513117,2014-08-29,0.06,72,2014,08
USC00513117,2014-08-30,0.27,84,2014,08
USC00513117,2014-08-31,0.01,74,2014,08
USC00513117,2014-09-01,0.02,75,2014,09
USC00513117,2014-09-02,1.37,73,2014,09
USC00513117,2014-09-03,0.02,77,2014,09
USC00513117,2014-09-07,0.29,76,2014,09
USC00513117,2014-09-08,0.0,76,2014,09
USC00513117,2014-09-09,0.03,74,2014,09
USC00513117,2014-09-10,0.04,77,2014,09
USC00513117,2014-09-11,0.0,76,2014,09
USC00513117,2014-09-12,0.01,73,2014,09
USC00513117,2014-09-13,0.0,80,2014,09
USC00513117,2014-09-14,0.0,85,2014,09
USC00513117,2014-09-15,0.36,74,2014,09
USC00513117,2014-09-16,0.0,78,2014,09
USC00513117,2014-09-17,0.02,75,2014,09
USC00513117,2014-09-18,0.2,74,2014,09
USC00513117,2014-09-19,0.13,73,2014,09
USC00513117,2014-09-20,0.23,76,2014,09
USC00513117,2014-09-21,0.0,76,2014,09
USC00513117,2014-09-22,0.01,78,2014,09
USC00513117,2014-09-23,0.03,77,2014,09
USC00513117,2014-09-24,0.0,78,2014,09
USC00513117,2014-09-25,0.14,78,2014,09
USC00513117,2014-09-26,0.3,77,2014,09
USC00513117,2014-09-27,0.02,78,2014,09
USC00513117,2014-09-28,0.23,74,2014,09
USC00513117,2014-09-29,0.22,75,2014,09
USC00513117,2014-09-30,0.31,73,2014,09
USC00513117,2014-10-01,1.71,73,2014,10
USC00513117,2014-10-02,0.01,75,2014,10
USC00513117,2014-10-03,0.01,78,2014,10
USC00513117,2014-10-04,0.33,74,2014,10
USC00513117,2014-10-05,0.64,74,2014,10
USC00513117,2014-10-06,0.26,74,2014,10
USC00513117,2014-10-07,0.0,75,2014,10
USC00513117,2014-10-08,0.13,74,2014,10
USC00513117,2014-10-09,0.01,76,2014,10
USC00513117,2014-10-10,0.08,78,2014,10
USC00513117,2014-10-11,0.02,77,2014,10
USC00513117,2014-10-13,0.0,78,2014,10
USC00513117,2014-10-14,0.0,78,2014,10
USC00513117,2014-10-15,0.1,76,2014,10
USC00513117,2014-10-16,0.01,79,2014,10
USC00513117,2014-10-17,0.02,76,2014,10
USC00513117,2014-10-18,0.21,80,2014,10
USC00513117,2014-10-19,2.06,74,2014,10
USC00513117,2014-10-20,1.84,76,2014,10
USC00513117,2014-10-21,0.0,75,2014,10
USC00513117,2014-10-22,0.02,77,2014,10
USC00513117,2014-10-23,0.0,74,2014,10
USC00513117,2014-10-24,0.41,74,2014,10
USC00513117,2014-10-25,0.05,77,2014,10
USC00513117,2014-10-26,0.0,77,2014,10
USC00513117,2014-10-27,0.0,77,2014,10
USC00513117,2014-10-28,0.06,73,2014,10
USC00513117,2014-10-29,0.0,77,2014,10
USC00513117,2014-10-30,0.22,76,2014,10
USC00513117,2014-10-31,0.02,76,2014,10
USC00513117,2014-11-01,0.11,77,2014,11
USC00513117,2014-11-02,0.11,75,2014,11
USC00513117,2014-11-03,0.03,78,2014,11
USC00513117,2014-11-04,0.0,74,2014,11
USC00513117,2014-11-05,0.05,77,2014,11
USC00513117,2014-11-06,0.18,76,2014,11
USC00513117,2014-11-07,0.14,72,2014,11
USC00513117,2014-11-08,0.46,74,2014,11
USC00513117,2014-11-09,0.0,67,2014,11
USC00513117,2014-11-10,0.0,68,2014,11
USC00513117,2014-11-11,0.0,68,2014,11
USC00513117,2014-11-12,0.41,70,2014,11
USC00513117,2014-11-13,0.0,71,2014,11
USC00513117,2014-11-14,0.09,75,2014,11
USC00513117,2014-11-15,1.03,71,2014,11
USC00513117,2014-11-16,0.09,72,2014,11
USC00513117,2014-11-17,0.0,75,2014,11
USC00513117,2014-11-18,0.0,76,2014,11
USC00513117,2014-11-19,0.01,75,2014,11
USC00513117,2014-11-20,0.01,76,2014,11
USC00513117,2014-11-21,0.01,81,2014,11
USC00513117,2014-11-22,0.0,76,2014,11
USC00513117,2014-11-23,0.0,72,2014,11
USC00513117,2014-11-24,0.13,71,2014,11
USC00513117,2014-11-25,0.05,70,2014,11
USC00513117,2014-11-26,0.01,73,2014,11
USC00513117,2014-11-27,0.0,74,2014,11
USC00513117,2014-11-28,0.01,73,2014,11
USC00513117,2014-11-29,0.02,74,2014,11
USC00513117,2014-11-30,0.15,73,2014,11
USC00513117,2014-12-01,0.0,72,2014,12
USC00513117,2014-12-02,0.0,71,2014,12
USC00513117,2014-12-03,0.05,69,2014,12
USC00513117,2014-12-04,1.35,67,2014,12
USC00513117,2014-12-05,0.01,70,2014,12
USC00513117,2014-12-06,0.0,72,2014,12
USC00513117,2014-12-07,0.0,67,2014,12
USC00513117,2014-12-08,0.0,67,2014,12
USC00513117,2014-12-09,0.0,69,2014,12
USC00513117,2014-12-10,0.0,67,2014,12
USC00513117,2014-12-11,0.05,74,2014,12
USC00513117,2014-12-12,0.12,70,2014,12
USC00513117,2014-12-13,0.03,73,2014,12
USC00513117,2014-12-14,0.11,71,2014,12
USC00513117,2014-12-15,0.0,71,2014,12
USC00513117,2014-12-16,0.03,71,2014,12
USC00513117,2014-12-17,0.14,71,2014,12
USC00513117,2014-12-18,0.09,72,2014,12
USC00513117,2014-12-19,0.01,76,2014,12
USC00513117,2014-12-20,0.0,78,2014,12
USC00513117,2014-12-21,0.0,76,2014,12
USC00513117,2014-12-22,0.0,73,2014,12
USC00513117,2014-12-23,1.1,70,2014,12
USC00513117,2014-12-24,1.24,68,2014,12
USC00513117,2014-12-25,0.09,77,2014,12
USC00513117,2014-12-26,0.0,66,2014,12
USC00513117,2014-12-27,0.0,65,2014,12
USC00513117,2014-12-28,0.0,69,2014,12
USC00513117,2014-12-29,0.0,69,2014,12
USC00513117,2014-12-30,0.0,66,2014,12
USC00513117,2014-12-31,0.72,64,2014,12
USC00513117,2015-01-01,0.01,64,2015,01
USC00513117,2015-01-02,0.01,64,2015,01
USC00513117,2015-01-03,1.46,63,2015,01
USC00513117,2015-01-04,0.02,66,2015,01
USC00513117,2015-01-05,0.0,60,2015,01
USC00513117,2015-01-06,0.07,69,2015,01
USC00513117,2015-01-07,0.0,68,2015,01
USC00513117,2015-01-08,0.0,67,2015,01
USC00513117,2015-01-09,0.0,68,2015,01
USC00513117,2015-01-10,0.04,69,2015,01
USC00513117,2015-01-11,0.0,66,2015,01
USC00513117,2015-01-12,0.0,64,2015,01
USC00513117,2015-01-13,0.0,64,2015,01
USC00513117,2015-01-14,0.0,68,2015,01
USC00513117,2015-01-15,0.0,69,2015,01
USC00513117,2015-01-16,0.01,71,2015,01
USC00513117,2015-01-17,0.0,70,2015,01
USC00513117,2015-01-18,0.0,69,2015,01
USC00513117,2015-01-19,0.0,70,2015,01
USC00513117,2015-01-20,0.0,67,2015,01
USC00513117,2015-01-21,0.0,68,2015,01
USC00513117,2015-01-22,0.0,67,2015,01
USC00513117,2015-01-23,0.0,74,2015,01
USC00513117,2015-01-24,0.09,69,2015,01
USC00513117,2015-01-25,0.46,67,2015,01
USC00513117,2015-01-26,0.73,70,2015,01
USC00513117,2015-01-27,0.01,71,2015,01
USC00513117,2015-01-28,0.09,68,2015,01
USC00513117,2015-01-29,0.0,72,2015,01
USC00513117,2015-01-30,0.02,65,2015,01
USC00513117,2015-01-31,0.0,66,2015,01
USC00513117,2015-02-01,0.0,66,2015,02
USC00513117,2015-02-02,0.0,72,2015,02
USC00513117,2015-02-03,0.0,77,2015,02
USC00513117,2015-02-04,0.77,74,2015,02
USC00513117,2015-02-05,0.0,70,2015,02
USC00513117,2015-02-06,0.0,68,2015,02
USC00513117,2015-02-07,0.0,65,2015,02
USC00513117,2015-02-08,0.0,62,2015,02
USC00513117,2015-02-09,0.0,74,2015,02
USC00513117,2015-02-10,0.1,70,2015,02
USC00513117,2015-02-11,0.0,70,2015,02
USC00513117,2015-02-12,0.0,65,2015,02
USC00513117,2015-02-13,0.0,73,2015,02
USC00513117,2015-02-14,0.13,76,2015,02
USC00513117,2015-02-15,0.8,61,2015,02
USC00513117,2015-02-16,0.0,64,2015,02
USC00513117,2015-02-17,0.0,68,2015,02
USC00513117,2015-02-18,0.0,68,2015,02
USC00513117,2015-02-19,0.0,70,2015,02
USC00513117,2015-02-20,0.02,70,2015,02
USC00513117,2015-02-21,0.76,69,2015,02
USC00513117,2015-02-22,0.0,70,2015,02
USC00513117,2015-02-23,0.0,73,2015,02
USC00513117,2015-02-24,0.0,71,2015,02
USC00513117,2015-02-25,0.0,72,2015,02
USC00513117,2015-02-26,0.06,71,2015,02
USC00513117,2015-02-27,0.08,70,2015,02
USC00513117,2015-02-28,0.25,69,2015,02
USC00513117,2015-03-01,0.27,72,2015,03
USC00513117,2015-03-02,0.04,72,2015,03
USC00513117,2015-03-03,0.02,73,2015,03
USC00513117,2015-03-04,0.06,72,2015,03
USC00513117,2015-03-05,0.52,69,2015,03
USC00513117,2015-03-06,0.06,68,2015,03
USC00513117,2015-03-07,0.0,68,2015,03
USC00513117,2015-03-08,0.01,65,2015,03
USC00513117,2015-03-09,0.0,64,2015,03
USC00513117,2015-03-10,0.03,63,2015,03
USC00513117,2015-03-11,0.0,65,2015,03
USC00513117,2015-03-12,0.0,65,2015,03
USC00513117,2015-03-13,0.02,62,2015,03
USC00513117,2015-03-14,0.0,67,2015,03
USC00513117,2015-03-15,0.0,69,2015,03
USC00513117,2015-03-16,0.01,65,2015,03
USC00513117,2015-03-17,0.0,63,2015,03
USC00513117,2015-03-18,0.0,65,2015,03
USC00513117,2015-03-19,0.0,67,2015,03
USC00513117,2015-03-20,0.11,70,2015,03
USC00513117,2015-03-21,0.08,71,2015,03
USC00513117,2015-03-22,0.05,73,2015,03
USC00513117,2015-03-23,0.0,72,2015,03
USC00513117,2015-03-24,0.0,68,2015,03
USC00513117,2015-03-25,0.02,69,2015,03
USC00513117,2015-03-26,0.06,70,2015,03
USC00513117,2015-03-27,0.0,71,2015,03
USC00513117,2015-03-28,0.0,74,2015,03
USC00513117,2015-03-29,0.38,73,2015,03
USC00513117,2015-03-30,0.02,71,2015,03
USC00513117,2015-03-31,0.6,70,2015,03
USC00513117,2015-04-01,0.24,73,2015,04
USC00513117,2015-04-02,0.01,73,2015,04
USC00513117,2015-04-03,0.0,74,2015,04
USC00513117,2015-04-04,0.0,74,2015,04
USC00513117,2015-04-05,0.06,74,2015,04
USC00513117,2015-04-06,0.0,72,2015,04
USC00513117,2015-04-07,0.0,73,2015,04
USC00513117,2015-04-08,0.19,72,2015,04
USC00513117,2015-04-09,0.03,72,2015,04
USC00513117,2015-04-10,0.0,71,2015,04
USC00513117,2015-04-11,0.0,74,2015,04
USC00513117,2015-04-12,0.09,73,2015,04
USC00513117,2015-04-13,0.03,72,2015,04
USC00513117,2015-04-14,0.01,73,2015,04
USC00513117,2015-04-15,0.05,74,2015,04
USC00513117,2015-04-16,0.04,72,2015,04
USC00513117,2015-04-17,0.01,73,2015,04
USC00513117,2015-04-18,0.02,74,2015,04
USC00513117,2015-04-19,0.0,73,2015,04
USC00513117,2015-04-20,0.0,73,2015,04
USC00513117,2015-04-21,0.04,73,2015,04
USC00513117,2015-04-22,0.1,69,2015,04
USC00513117,2015-04-23,0.02,71,2015,04
USC00513117,2015-04-24,0.04,76,2015,04
USC00513117,2015-04-25,0.01,74,2015,04
USC00513117,2015-04-26,0.0,75,2015,04
USC00513117,2015-04-27,0.17,73,2015,04
USC00513117,2015-04-28,0.09,73,2015,04
USC00513117,2015-04-29,0.09,75,2015,04
USC00513117,2015-04-30,0.03,76,2015,04
USC00513117,2015-05-01,0.05,74,2015,05
USC00513117,2015-05-02,0.0,73,2015,05
USC00513117,2015-05-04,0.16064353974479206,77,2015,05
USC00513117,2015-05-05,0.02,75,2015,05
USC00513117,2015-05-06,0.0,74,2015,05
USC00513117,2015-05-07,0.0,75,2015,05
USC00513117,2015-05-08,0.04,76,2015,05
USC00513117,2015-05-09,0.13,74,2015,05
USC00513117,2015-05-10,0.05,73,2015,05
USC00513117,2015-05-11,0.02,74,2015,05
USC00513117,2015-05-12,0.0,73,2015,05
USC00513117,2015-05-13,0.0,72,2015,05
USC00513117,2015-05-14,0.1,73,2015,05
USC00513117,2015-05-15,0.02,72,2015,05
USC00513117,2015-05-16,0.02,76,2015,05
USC00513117,2015-05-17,0.01,73,2015,05
USC00513117,2015-05-18,0.27,73,2015,05
USC00513117,2015-05-19,0.02,73,2015,05
USC00513117,2015-05-20,0.03,72,2015,05
USC00513117,2015-05-21,0.06,68,2015,05
USC00513117,2015-05-22,0.0,68,2015,05
USC00513117,2015-05-23,0.8,68,2015,05
USC00513117,2015-05-24,0.0,72,2015,05
USC00513117,2015-05-25,0.01,72,2015,05
USC00513117,2015-05-26,0.08,67,2015,05
USC00513117,2015-05-27,0.07,67,2015,05
USC00513117,2015-05-28,1.29,68,2015,05
USC00513117,2015-05-29,0.01,68,2015,05
USC00513117,2015-05-30,0.0,70,2015,05
USC00513117,2015-05-31,0.34,74,2015,05
USC00513117,2015-06-03,0.16064353974479206,75,2015,06
USC00513117,2015-06-04,0.27,72,2015,06
USC00513117,2015-06-05,0.0,70,2015,06
USC00513117,2015-06-06,0.0,76,2015,06
USC00513117,2015-06-07,0.0,78,2015,06
USC00513117,2015-06-08,0.1,72,2015,06
USC00513117,2015-06-09,0.05,74,2015,06
USC00513117,2015-06-10,0.07,74,2015,06
USC00513117,2015-06-11,0.1,72,2015,06
USC00513117,2015-06-12,0.0,71,2015,06
USC00513117,2015-06-13,0.0,79,2015,06
USC00513117,2015-06-14,0.07,79,2015,06
USC00513117,2015-06-15,0.0,76,2015,06
USC00513117,2015-06-16,0.14,75,2015,06
USC00513117,2015-06-17,0.25,72,2015,06
USC00513117,2015-06-18,0.14,74,2015,06
USC00513117,2015-06-19,0.02,76,2015,06
USC00513117,2015-06-20,0.04,76,2015,06
USC00513117,2015-06-21,0.01,77,2015,06
USC00513117,2015-06-22,0.01,75,2015,06
USC00513117,2015-06-23,0.03,76,2015,06
USC00513117,2015-06-24,0.14,75,2015,06
USC00513117,2015-06-25,0.2,75,2015,06
USC00513117,2015-06-26,0.1,76,2015,06
USC00513117,2015-06-27,0.06,76,2015,06
USC00513117,2015-06-29,0.16064353974479206,74,2015,06
USC00513117,2015-07-06,0.01,78,2015,07
USC00513117,2015-07-08,0.16064353974479206,77,2015,07
USC00513117,2015-07-09,0.05,79,2015,07
USC00513117,2015-07-10,0.29,77,2015,07
USC00513117,2015-07-11,0.33,78,2015,07
USC00513117,2015-07-12,0.3,77,2015,07
USC00513117,2015-07-13,0.2,79,2015,07
USC00513117,2015-07-15,0.16064353974479206,77,2015,07
USC00513117,2015-07-17,0.16064353974479206,78,2015,07
USC00513117,2015-07-18,0.07,78,2015,07
USC00513117,2015-07-19,0.03,77,2015,07
USC00513117,2015-07-20,0.03,77,2015,07
USC00513117,2015-08-01,0.05,79,2015,08
USC00513117,2015-08-02,0.02,80,2015,08
USC00513117,2015-08-03,0.02,81,2015,08
USC00513117,2015-08-04,0.0,77,2015,08
USC00513117,2015-08-05,0.02,77,2015,08
USC00513117,2015-08-06,0.27,77,2015,08
USC00513117,2015-08-07,0.3,77,2015,08
USC00513117,2015-08-08,0.27,76,2015,08
USC00513117,2015-08-10,0.01,79,2015,08
USC00513117,2015-08-11,0.02,79,2015,08
USC00513117,2015-08-12,0.09,79,2015,08
USC00513117,2015-08-13,0.19,77,2015,08
USC00513117,2015-08-14,0.21,78,2015,08
USC00513117,2015-08-15,0.02,83,2015,08
USC00513117,2015-08-17,0.51,74,2015,08
USC00513117,2015-08-18,0.24,74,2015,08
USC00513117,2015-08-19,0.02,76,2015,08
USC00513117,2015-08-20,0.08,79,2015,08
USC00513117,2015-08-21,0.05,83,2015,08
USC00513117,2015-08-22,0.65,77,2015,08
USC00513117,2015-08-23,0.33,73,2015,08
USC00513117,2015-08-24,0.23,76,2015,08
USC00513117,2015-08-25,0.52,76,2015,08
USC00513117,2015-08-26,1.03,76,2015,08
USC00513117,2015-08-27,0.0,78,2015,08
USC00513117,2015-08-28,0.0,85,2015,08
USC00513117,2015-08-29,0.25,81,2015,08
USC00513117,2015-08-30,0.0,78,2015,08
USC00513117,2015-09-01,0.32,78,2015,09
USC00513117,2015-09-02,0.28,79,2015,09
USC00513117,2015-09-03,1.55,79,2015,09
USC00513117,2015-09-04,0.0,83,2015,09
USC00513117,2015-09-05,0.0,82,2015,09
USC00513117,2015-09-06,0.71,76,2015,09
USC00513117,2015-09-07,0.19,77,2015,09
USC00513117,2015-09-09,0.16064353974479206,76,2015,09
USC00513117,2015-09-10,0.06,78,2015,09
USC00513117,2015-09-11,0.09,78,2015,09
USC00513117,2015-09-12,2.7,80,2015,09
USC00513117,2015-09-13,0.16,80,2015,09
USC00513117,2015-09-14,0.63,78,2015,09
USC00513117,2015-09-15,0.56,76,2015,09
USC00513117,2015-09-16,0.06,79,2015,09
USC00513117,2015-09-17,0.06,75,2015,09
USC00513117,2015-09-18,0.08,78,2015,09
USC00513117,2015-09-19,0.0,80,2015,09
USC00513117,2015-09-20,0.07,80,2015,09
USC00513117,2015-09-21,0.07,80,2015,09
USC00513117,2015-09-22,0.32,80,2015,09
USC00513117,2015-09-23,0.3,78,2015,09
USC00513117,2015-09-24,0.01,79,2015,09
USC00513117,2015-09-25,0.0,79,2015,09
USC00513117,2015-09-26,0.36,79,2015,09
USC00513117,2015-09-27,0.18,77,2015,09
USC00513117,2015-09-28,0.17,77,2015,09
USC00513117,2015-09-29,0.07,77,2015,09
USC00513117,2015-09-30,0.17,80,2015,09
USC00513117,2015-10-01,0.0,79,2015,10
USC00513117,2015-10-02,0.02,76,2015,10
USC00513117,2015-10-03,0.0,75,2015,10
USC00513117,2015-10-04,0.0,78,2015,10
USC00513117,2015-10-05,0.4,76,2015,10
USC00513117,2015-10-06,0.22,75,2015,10
USC00513117,2015-10-07,0.22,75,2015,10
USC00513117,2015-10-08,0.05,75,2015,10
USC00513117,2015-10-09,0.03,75,2015,10
USC00513117,2015-10-10,0.11,74,2015,10
USC00513117,2015-10-11,0.09,81,2015,10
USC00513117,2015-10-12,1.0,77,2015,10
USC00513117,2015-10-13,1.7,75,2015,10
USC00513117,2015-10-14,1.21,75,2015,10
USC00513117,2015-10-15,0.81,74,2015,10
USC00513117,2015-10-16,0.73,73,2015,10
USC00513117,2015-10-17,0.1,79,2015,10
USC00513117,2015-10-18,0.03,81,2015,10
USC00513117,2015-10-19,0.18,75,2015,10
USC00513117,2015-10-20,0.2,74,2015,10
USC00513117,2015-10-21,0.02,76,2015,10
USC00513117,2015-10-22,0.0,75,2015,10
USC00513117,2015-10-23,0.03,78,2015,10
USC00513117,2015-10-24,0.0,74,2015,10
USC00513117,2015-10-25,0.03,75,2015,10
USC00513117,2015-10-26,0.04,77,2015,10
USC00513117,2015-10-27,0.06,77,2015,10
USC00513117,2015-10-28,0.27,72,2015,10
USC00513117,2015-10-29,0.02,74,2015,10
USC00513117,2015-10-30,0.02,74,2015,10
USC00513117,2015-10-31,0.22,78,2015,10
USC00513117,2015-11-01,0.33,81,2015,11
USC00513117,2015-11-02,0.0,75,2015,11
USC00513117,2015-11-03,0.0,82,2015,11
USC00513117,2015-11-04,0.03,78,2015,11
USC00513117,2015-11-05,0.12,76,2015,11
USC00513117,2015-11-06,0.12,77,2015,11
USC00513117,2015-11-07,0.12,76,2015,11
USC00513117,2015-11-08,0.3,77,2015,11
USC00513117,2015-11-09,0.11,76,2015,11
USC00513117,2015-11-10,0.06,78,2015,11
USC00513117,2015-11-11,0.0,79,2015,11
USC00513117,2015-11-12,0.3,76,2015,11
USC00513117,2015-11-13,0.1,75,2015,11
USC00513117,2015-11-14,0.53,79,2015,11
USC00513117,2015-11-15,0.08,79,2015,11
USC00513117,2015-11-16,0.0,75,2015,11
USC00513117,2015-11-17,0.1,70,2015,11
USC00513117,2015-11-18,0.1,81,2015,11
USC00513117,2015-11-19,0.18,77,2015,11
USC00513117,2015-11-20,0.68,73,2015,11
USC00513117,2015-11-21,1.61,75,2015,11
USC00513117,2015-11-22,0.8,73,2015,11
USC00513117,2015-11-23,0.48,74,2015,11
USC00513117,2015-11-24,1.7,74,2015,11
USC00513117,2015-11-25,0.11,71,2015,11
